Building Name,Postcode,Year,latitude,longitude,Address,Type,Function,Size,Employee,Transportation,GFA,Energy,Waste,Water,Scope1,Scope2,Scope3,GHG_Total,EUI,GHG_Intensity,Award,Year of GM Award,GM Version,Validation Result
SINGAPORE POOLS BUILDING,188994,2021,1.3058,103.8315,"210 MIDDLE ROAD, SINGAPORE 188994",Commercial Building,Office,Medium,1130,8341565.52280095,13121.0,2942442.5,150.304156971662,42714.7217551861,47.275473,610.146857,769.876699,1427.299029,224.254439448213,0.1087797446078805,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
SINGAPORE POOLS BUILDING,188994,2022,1.3058,103.8315,"210 MIDDLE ROAD, SINGAPORE 188994",Commercial Building,Office,Medium,1130,8341565.52280095,13121.0,2914461.50000001,156.017078423818,44316.5029755015,47.9990208668211,580.539872593346,780.540080446663,1409.07897390683,222.121903818307,0.10739112673628763,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
SINGAPORE POOLS BUILDING,188994,2023,1.3058,103.8315,"210 MIDDLE ROAD, SINGAPORE 188994",Commercial Building,Office,Medium,1130,8341565.52280095,13121.0,2880917.36335884,153.08681919163,43759.588952168,47.7164004930283,549.460394133133,781.124888681259,1378.30168330742,219.565380943437,0.10504547544451033,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
AIA ALEXANDRA,159963,2021,1.294,103.8496,"371 ALEXANDRA ROAD, AIA ALEXANDRA #01-01. SINGAPORE 159963, SINGAPORE 159963",Commercial Building,Office,Medium,1087,7917223.19424316,14801.0,3476098.5,161.750216666052,43540.925087577,50.553156,777.360233,722.088889,1550.002278,234.855651645159,0.10472280778325789,,,,No Green Mark
AIA ALEXANDRA,159963,2022,1.294,103.8496,"371 ALEXANDRA ROAD, AIA ALEXANDRA #01-01. SINGAPORE 159963, SINGAPORE 159963",Commercial Building,Office,Medium,1087,7917223.19424316,14801.0,3272864.0,157.08145211313,42240.2746627368,51.1539011386612,786.43752616307,731.846625153137,1569.43805245487,221.124518613607,0.10603594706133843,,,,No Green Mark
AIA ALEXANDRA,159963,2023,1.294,103.8496,"371 ALEXANDRA ROAD, AIA ALEXANDRA #01-01. SINGAPORE 159963, SINGAPORE 159963",Commercial Building,Office,Medium,1087,7917223.19424316,14801.0,3181487.73981499,165.590664613191,44070.0540641403,51.75948563334,805.21949742751,759.104325285507,1616.08330834636,214.950864118302,0.10918744060174042,,,,No Green Mark
HPL HOUSE,249724,2021,1.2812,103.8489,"50 CUSCADEN ROAD, SINGAPORE 249724",Commercial Building,Office,Medium,582,4620548.89666,7372.0,1566035.25,77.8734728036961,20967.7895212916,28.748208,349.593957,373.454838,751.797003,212.430174986435,0.10198006009224092,,,,No Green Mark
HPL HOUSE,249724,2022,1.2812,103.8489,"50 CUSCADEN ROAD, SINGAPORE 249724",Commercial Building,Office,Medium,582,4620548.89666,7372.0,1624502.63,73.7050747792785,20467.9911985165,29.3768958280159,328.509554220664,364.681900537486,722.568350586165,220.361181497558,0.09801524017717919,,,,No Green Mark
HPL HOUSE,249724,2023,1.2812,103.8489,"50 CUSCADEN ROAD, SINGAPORE 249724",Commercial Building,Office,Medium,582,4620548.89666,7372.0,1640711.81770518,77.0207122715789,21574.7823202106,28.5010757191789,312.298302186281,345.556258360115,686.355636265575,222.559931864512,0.09310304344351261,,,,No Green Mark
IOB BUILDING,049711,2021,1.3061,103.831,"IOB BUILDING @ 64 CECIL STREET, SINGAPORE 049711",Commercial Building,Office,Medium,463,2646080.3558104,5111.0,1215608.0,59.3622321133428,17242.7623770073,10.037227,295.440469,211.578188,517.055884,237.841518293876,0.10116530698493445,,,,No Green Mark
IOB BUILDING,049711,2022,1.3061,103.831,"IOB BUILDING @ 64 CECIL STREET, SINGAPORE 049711",Commercial Building,Office,Medium,463,2646080.3558104,5111.0,1124856.0,56.6029251558929,16006.5096572706,9.9304395348302,283.925285301524,216.562238881355,510.417963717709,220.085306202309,0.09986655521770867,,,,No Green Mark
IOB BUILDING,049711,2023,1.3061,103.831,"IOB BUILDING @ 64 CECIL STREET, SINGAPORE 049711",Commercial Building,Office,Medium,463,2646080.3558104,5111.0,1072814.38509441,57.715783117952,16264.7809642227,10.0942302065478,265.865045034544,219.547460285705,495.506735526797,209.903029758248,0.09694907758301644,,,,No Green Mark
3RD SCDF DIVISION HQ / YISHUN FIRE STATION,768774,2021,1.2847,103.8026,"533 YISHUN INDUSTRIAL PARK A, SINGAPORE 768774",Commercial Building,Office,Medium,1055,7517607.62245779,13098.0,2664372.9,113.930500266826,31739.8482825055,39.936256,697.808818,624.512201,1362.257275,203.418300503894,0.1040049835852802,,,,No Green Mark
3RD SCDF DIVISION HQ / YISHUN FIRE STATION,768774,2022,1.2847,103.8026,"533 YISHUN INDUSTRIAL PARK A, SINGAPORE 768774",Commercial Building,Office,Medium,1055,7517607.62245779,13098.0,2881712.49,115.555143106242,32898.0432239551,40.3454958922494,723.962102610726,588.137824780645,1352.44542328362,220.011642235456,0.10325587290300961,,,,No Green Mark
3RD SCDF DIVISION HQ / YISHUN FIRE STATION,768774,2023,1.2847,103.8026,"533 YISHUN INDUSTRIAL PARK A, SINGAPORE 768774",Commercial Building,Office,Medium,1055,7517607.62245779,13098.0,2925521.54456608,112.916597717591,32057.8392344674,41.3051133566119,729.351906284244,551.90135434619,1322.55837398705,223.356355517337,0.10097407039143762,,,,No Green Mark
RHB BANK BUILDING,069531,2021,1.2945,103.8559,"90 CECIL STREET, SINGAPORE 069531",Commercial Building,Office,Medium,459,2860749.03688496,5711.0,1192821.3,51.4441843195514,14522.9311410803,13.508746,370.3697,280.265827,664.144273,208.863824198914,0.11629211574155139,,,,No Green Mark
RHB BANK BUILDING,069531,2022,1.2945,103.8559,"90 CECIL STREET, SINGAPORE 069531",Commercial Building,Office,Medium,459,2860749.03688496,5711.0,1237750.24,48.3649674998254,14219.730404647,13.4689281091017,346.878105039122,266.950687559124,627.297720707348,216.730912274558,0.10984025927286781,,,,No Green Mark
RHB BANK BUILDING,069531,2023,1.2945,103.8559,"90 CECIL STREET, SINGAPORE 069531",Commercial Building,Office,Medium,459,2860749.03688496,5711.0,1223308.32574325,49.7896856626995,13790.0697550875,13.2582598293599,365.236343329606,249.843439477379,628.338042636345,214.202123225924,0.11002242035306338,,,,No Green Mark
SULTAN PLAZA,199001,2021,1.3132,103.8603,"100 JALAN SULTAN, SINGAPORE 199001",Commercial Building,Office,Medium,1190,7031308.92956226,14787.0,2983038.64,120.058800537861,34243.3457381422,28.234346,941.917373,857.278397,1827.430116,201.733863528775,0.12358356096571313,gold,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
SULTAN PLAZA,199001,2022,1.3132,103.8603,"100 JALAN SULTAN, SINGAPORE 199001",Commercial Building,Office,Medium,1190,7031308.92956226,14787.0,3180142.03000001,130.00936690899,37603.2647989685,28.0346208985046,917.837196321865,816.070294758016,1761.94211197839,215.063368499358,0.11915480570625481,gold,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
SULTAN PLAZA,199001,2023,1.3132,103.8603,"100 JALAN SULTAN, SINGAPORE 199001",Commercial Building,Office,Medium,1190,7031308.92956226,14787.0,3278270.06744426,123.596498369138,35475.3955986269,27.3967220052948,960.846466124587,769.341064235538,1757.58425236542,221.699470307991,0.11886009686653277,gold,2017.0,Existing Building for Non-Residential buildings (version 3),Pass
OCBC TAMPINES CENTRE ONE,529542,2021,1.2796,103.8495,"11 TAMPINES CENTRAL 1, SINGAPORE 529542",Commercial Building,Office,Medium,736,4513837.75395061,10577.0,2548824.5,108.249992011418,28383.9913984961,21.984053,509.294843,447.58388,978.862776,240.978018341685,0.09254635303015979,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
OCBC TAMPINES CENTRE ONE,529542,2022,1.2796,103.8495,"11 TAMPINES CENTRAL 1, SINGAPORE 529542",Commercial Building,Office,Medium,736,4513837.75395061,10577.0,2271755.8,105.369453461194,28873.6594933317,21.8664093193815,477.605944882022,456.614407261215,956.086761462619,214.782622671835,0.09039300004373821,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
OCBC TAMPINES CENTRE ONE,529542,2023,1.2796,103.8495,"11 TAMPINES CENTRAL 1, SINGAPORE 529542",Commercial Building,Office,Medium,736,4513837.75395061,10577.0,2168207.55645302,104.480269500603,28373.1805041848,21.4994262304162,467.575589568786,455.510340879486,944.585356678688,204.992678117899,0.08930560240887661,gold,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
SEMBCORP HQ BUILDING,179360,2021,1.2896,103.8357,"30 HILL STREET, SINGAPORE 179360",Commercial Building,Office,Medium,849,5238123.33278616,9811.0,2039817.0,89.9048330401596,25682.1806960048,18.868936,519.617509,535.245618,1073.732063,207.911222097645,0.10944165355213535,gold,2020.0,Existing Building for Non-Residential buildings (version 3),Pass
SEMBCORP HQ BUILDING,179360,2022,1.2896,103.8357,"30 HILL STREET, SINGAPORE 179360",Commercial Building,Office,Medium,849,5238123.33278616,9811.0,2069860.5,86.8499754471796,24859.9919952031,18.7573974739476,553.222757649229,512.654633016965,1084.63478814014,210.973448170421,0.11055292917542962,gold,2020.0,Existing Building for Non-Residential buildings (version 3),Pass
SEMBCORP HQ BUILDING,179360,2023,1.2896,103.8357,"30 HILL STREET, SINGAPORE 179360",Commercial Building,Office,Medium,849,5238123.33278616,9811.0,2191012.03676468,87.3779959429441,25788.9977696034,18.5346684575925,519.216513121072,541.025726886838,1078.7769084655,223.321989273742,0.10995585653506268,gold,2020.0,Existing Building for Non-Residential buildings (version 3),Pass
BURLINGTON SQUARE,189649,2021,1.2785,103.8394,"175 BENCOOLEN STREET, SINGAPORE 189649",Commercial Building,Office,Medium,1044,6087912.00887043,11080.0,2487251.12999999,105.588260135785,31786.8412703087,18.891315,600.966909,563.199187,1183.057411,224.481148916967,0.106774134566787,,,,No Green Mark
BURLINGTON SQUARE,189649,2022,1.2785,103.8394,"175 BENCOOLEN STREET, SINGAPORE 189649",Commercial Building,Office,Medium,1044,6087912.00887043,11080.0,2302222.84,104.855464464395,30906.3998383664,18.6843235559424,607.375558172702,551.568609600378,1177.62849132902,207.781844765343,0.10628415986724009,,,,No Green Mark
BURLINGTON SQUARE,189649,2023,1.2785,103.8394,"175 BENCOOLEN STREET, SINGAPORE 189649",Commercial Building,Office,Medium,1044,6087912.00887043,11080.0,2147384.30499336,109.645787022502,33348.0868686911,19.1137212710519,631.131058610667,544.796703899108,1195.04148378083,193.807247743083,0.10785572958310741,,,,No Green Mark
CHOA CHU KANG CENTRE,680309,2021,1.2779,103.8023,"309 CHOA CHU KANG AVE 4, SINGAPORE 680309",Commercial Building,Office,Medium,944,6401712.90933136,11015.0,2196304.83,95.8700323034241,28168.9827967294,33.392711,620.244305,575.564691,1229.201707,199.392177031321,0.11159343685882886,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
CHOA CHU KANG CENTRE,680309,2022,1.2779,103.8023,"309 CHOA CHU KANG AVE 4, SINGAPORE 680309",Commercial Building,Office,Medium,944,6401712.90933136,11015.0,2282284.61,102.043036128844,29343.5085288155,33.6369840930959,603.583870748899,541.468535269646,1178.68939011164,207.197876532002,0.1070076613809932,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
CHOA CHU KANG CENTRE,680309,2023,1.2779,103.8023,"309 CHOA CHU KANG AVE 4, SINGAPORE 680309",Commercial Building,Office,Medium,944,6401712.90933136,11015.0,2254903.57536595,102.729661940367,29799.8299415188,33.7241034047324,627.59325482579,511.554696208586,1172.87205443911,204.71208128606,0.10647953285874806,goldplus,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
ST JAMES POWER STATION,098544,2021,1.3274,103.7492,"3 SENTOSA GATEWAY, SINGAPORE 098544",Commercial Building,Office,Medium,1135,7097784.97056157,13032.0,684658.8,126.704805022501,37229.922940349,28.831903,787.316415,530.431892,1346.58021,52.5367403314917,0.10332874539594844,,,,No Green Mark
ST JAMES POWER STATION,098544,2022,1.3274,103.7492,"3 SENTOSA GATEWAY, SINGAPORE 098544",Commercial Building,Office,Medium,1135,7097784.97056157,13032.0,2680899.4,122.512276782971,35869.4392396084,28.7112367647,831.219878832003,512.071239672061,1372.00235526876,205.716651319828,0.10527949319127994,,,,No Green Mark
ST JAMES POWER STATION,098544,2023,1.3274,103.7492,"3 SENTOSA GATEWAY, SINGAPORE 098544",Commercial Building,Office,Medium,1135,7097784.97056157,13032.0,5600348.28391667,123.388968070632,35198.8772235994,28.3438104250619,871.038182991952,536.126206915783,1435.5082003328,429.738204720432,0.1101525629475752,,,,No Green Mark
50 SCOTTS ROAD,228242,2021,1.2858,103.8522,"50 SCOTTS ROAD, SINGAPORE 228242",Commercial Building,Office,Medium,922,7433304.75493217,13553.0,2710105.64999999,162.335345305183,41660.7324114343,57.284976,744.720387,583.516719,1385.522082,199.963524680882,0.1022299182468826,gold,2020.0,Existing Building for Non-Residential buildings (version 2.1),Pass
50 SCOTTS ROAD,228242,2022,1.2858,103.8522,"50 SCOTTS ROAD, SINGAPORE 228242",Commercial Building,Office,Medium,922,7433304.75493217,13553.0,2766255.3,160.535578088475,41313.4586521335,58.9134804397688,745.409644381805,618.731464139086,1423.05458896066,204.106493027374,0.10499923182768835,gold,2020.0,Existing Building for Non-Residential buildings (version 2.1),Pass
50 SCOTTS ROAD,228242,2023,1.2858,103.8522,"50 SCOTTS ROAD, SINGAPORE 228242",Commercial Building,Office,Medium,922,7433304.75493217,13553.0,2776600.30016441,162.005338207932,42111.0885910705,57.6351334052277,761.848951900699,620.283667169708,1439.76775247564,204.869792677961,0.106232402602792,gold,2020.0,Existing Building for Non-Residential buildings (version 2.1),Pass
TAMPINES PLAZA 2,529541,2021,1.2981,103.7891,"5 TAMPINES CENTRAL 1, SINGAPORE 529541",Commercial Building,Office,Medium,709,5050913.80848395,10417.0,2042528.0,108.002966871163,28269.6516222883,35.366195,554.540501,476.185443,1066.092139,196.076413554766,0.10234157041374677,,,,No Green Mark
TAMPINES PLAZA 2,529541,2022,1.2981,103.7891,"5 TAMPINES CENTRAL 1, SINGAPORE 529541",Commercial Building,Office,Medium,709,5050913.80848395,10417.0,2100133.0,104.207014879755,27823.7694952872,35.7434834598584,551.274251671803,476.751209556681,1063.76894468834,201.606316597869,0.10211855089645196,,,,No Green Mark
TAMPINES PLAZA 2,529541,2023,1.2981,103.7891,"5 TAMPINES CENTRAL 1, SINGAPORE 529541",Commercial Building,Office,Medium,709,5050913.80848395,10417.0,2165861.6739356,102.272528376186,26735.3978970787,35.2934253851394,573.331424732212,465.529278901558,1074.15412901891,207.916067383661,0.10311549668992129,,,,No Green Mark
JURONG REGIONAL LIBRARY,609732,2021,1.2791,103.8497,"21 JURONG EAST CENTAL 1, SINGAPORE 609732",Commercial Building,Office,Medium,744,3914611.33300062,12021.0,2420823.29999999,84.1642858211979,21906.7012180674,16.065251,605.292905,480.826854,1102.18501,201.382855003743,0.09168829631478245,,,,No Green Mark
JURONG REGIONAL LIBRARY,609732,2022,1.2791,103.8497,"21 JURONG EAST CENTAL 1, SINGAPORE 609732",Commercial Building,Office,Medium,744,3914611.33300062,12021.0,2413729.58,89.3575872706578,22834.0562963278,15.7746979759174,612.207344910657,459.016397596704,1086.99844048328,200.79274436403,0.09042495969414192,,,,No Green Mark
JURONG REGIONAL LIBRARY,609732,2023,1.2791,103.8497,"21 JURONG EAST CENTAL 1, SINGAPORE 609732",Commercial Building,Office,Medium,744,3914611.33300062,12021.0,2641939.42351021,86.9821074260503,23005.202069496,15.8824748988488,643.843022752627,486.646524292267,1146.37202194374,219.777008860345,0.09536411462804592,,,,No Green Mark
137 TELOK AYER,068602,2021,1.3106,103.8363,"137 TELOK AYER STREET SINGAPORE 068602, SINGAPORE 068602",Commercial Building,Office,Medium,839,5195015.96908121,9233.0,1756795.43,100.700324828943,29499.814675158,21.538855,583.023346,491.480985,1096.043186,190.273522148814,0.11870932373009857,,,,No Green Mark
137 TELOK AYER,068602,2022,1.3106,103.8363,"137 TELOK AYER STREET SINGAPORE 068602, SINGAPORE 068602",Commercial Building,Office,Medium,839,5195015.96908121,9233.0,1851882.93,101.654429217109,29138.1215164878,21.4441284201221,565.146622217186,492.951058259233,1079.54180889654,200.572179140041,0.11692210645473194,,,,No Green Mark
137 TELOK AYER,068602,2023,1.3106,103.8363,"137 TELOK AYER STREET SINGAPORE 068602, SINGAPORE 068602",Commercial Building,Office,Medium,839,5195015.96908121,9233.0,1726180.60682102,96.9543891531475,28062.8049934924,21.2178566631802,561.754552038524,521.036466594349,1104.00887529605,186.957717623851,0.11957206490805264,,,,No Green Mark
SIF BUILDING,068899,2021,1.2896,103.8147,"96 ROBINSON ROAD, SINGAPORE 068899",Commercial Building,Office,Medium,586,3379818.66284018,7844.0,1621161.36,86.6802786477009,23685.4898319861,15.464747,356.971315,448.331797,820.767859,206.675339112698,0.10463639201937787,,,,No Green Mark
SIF BUILDING,068899,2022,1.2896,103.8147,"96 ROBINSON ROAD, SINGAPORE 068899",Commercial Building,Office,Medium,586,3379818.66284018,7844.0,1561276.33,87.8755811027753,23213.417968531,15.3193903538908,347.935471062382,474.180913679778,837.435775096051,199.040837582866,0.10676131757981272,,,,No Green Mark
SIF BUILDING,068899,2023,1.2896,103.8147,"96 ROBINSON ROAD, SINGAPORE 068899",Commercial Building,Office,Medium,586,3379818.66284018,7844.0,1476386.95046484,89.8388917521023,24095.2845549414,15.2801973926131,350.55100271974,459.387638671138,825.218838783491,188.218632134732,0.10520382952364751,,,,No Green Mark
RAFFLES FINANCIAL CENTRE PTE LTD,188727,2021,1.2992,103.8461,"25 NORTH BRIDGE
25 NORTH BRIDGE ROAD, SINGAPORE 179104",Commercial Building,Office,Medium,815,6216792.91397133,8797.464,1319411.15,121.982520196842,34471.515768071,31.736383,540.2335,448.073809,1020.043692,149.976305671725,0.11594746986176925,,,,No Green Mark
RAFFLES FINANCIAL CENTRE PTE LTD,188727,2022,1.2992,103.8461,"25 NORTH BRIDGE
25 NORTH BRIDGE ROAD, SINGAPORE 179104",Commercial Building,Office,Medium,815,6216792.91397133,8797.464,1442192.71,118.020826895967,33495.456816175,32.3031417446855,531.219755360714,469.3748712752,1032.8977683806,163.932777673202,0.11740858142535167,,,,No Green Mark
RAFFLES FINANCIAL CENTRE PTE LTD,188727,2023,1.2992,103.8461,"25 NORTH BRIDGE
25 NORTH BRIDGE ROAD, SINGAPORE 179104",Commercial Building,Office,Medium,815,6216792.91397133,8797.464,1573913.98004214,119.924594889409,33603.8523051128,32.1948301638967,531.643162339023,451.15418044597,1014.99217294889,178.905418657256,0.11537326813146266,,,,No Green Mark
SENTOSA DEVELOPMENT CORPORATION,099958,2021,1.2887,103.7828,"33 ARTILLERY AVENUE SENTOSA, SINGAPORE 099958",Commercial Building,Office,Medium,379,2949481.74048449,5494.0,1066409.7,55.7722881235561,14599.3416524107,20.750081,268.147398,280.760855,569.658334,194.104423006917,0.10368735602475428,gold,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
SENTOSA DEVELOPMENT CORPORATION,099958,2022,1.2887,103.7828,"33 ARTILLERY AVENUE SENTOSA, SINGAPORE 099958",Commercial Building,Office,Medium,379,2949481.74048449,5494.0,1083714.15,55.9900248417711,15119.1227927594,21.2231807160532,259.239069477114,276.821376740038,557.283626933205,197.254122679286,0.10143495211743812,gold,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
SENTOSA DEVELOPMENT CORPORATION,099958,2023,1.2887,103.7828,"33 ARTILLERY AVENUE SENTOSA, SINGAPORE 099958",Commercial Building,Office,Medium,379,2949481.74048449,5494.0,1068642.58613811,55.1857549399342,15101.4016785657,21.6410252796611,265.709134216362,280.020914594974,567.371074090998,194.510845674938,0.10327103641991227,gold,2021.0,Existing Building for Non-Residential buildings (version 3),Pass
2ND SCDF DIVISION HQ / TAMPINES FIRE STATION,528777,2021,1.2972,103.8549,"1 TAMPINES INDUSTRIAL AVENUE 3, SINGAPORE 528777",Commercial Building,Office,Medium,1064,8505793.73948374,14629.0,2550088.73,152.837067269105,41094.0396392594,58.529748,857.479414,766.182982,1682.192144,174.317364823296,0.11499023473921663,,,,No Green Mark
2ND SCDF DIVISION HQ / TAMPINES FIRE STATION,528777,2022,1.2972,103.8549,"1 TAMPINES INDUSTRIAL AVENUE 3, SINGAPORE 528777",Commercial Building,Office,Medium,1064,8505793.73948374,14629.0,2817422.64,146.621475350556,39732.5637121543,59.9479540743807,866.904094226649,744.655367954586,1671.50741625562,192.591608448971,0.11425985482641465,,,,No Green Mark
2ND SCDF DIVISION HQ / TAMPINES FIRE STATION,528777,2023,1.2972,103.8549,"1 TAMPINES INDUSTRIAL AVENUE 3, SINGAPORE 528777",Commercial Building,Office,Medium,1064,8505793.73948374,14629.0,2999784.8764857,147.1276397869,38796.2306474365,59.6830374263403,887.517246840015,777.812911020079,1725.01319528643,205.057411749655,0.117917369286105,,,,No Green Mark
KEBUN BARU COMMUNITY CLUB,569897,2021,1.2773,103.8021,"216 ANG MO KIO AVENUE 4, SINGAPORE 569897",Commercial Building,Office,Medium,455,3140573.49053645,5790.26,1190895.55,65.3429256893378,17814.829643918,19.131156,300.13297,266.546874,585.811,205.672206429418,0.10117179539433463,,,,No Green Mark
KEBUN BARU COMMUNITY CLUB,569897,2022,1.2773,103.8021,"216 ANG MO KIO AVENUE 4, SINGAPORE 569897",Commercial Building,Office,Medium,455,3140573.49053645,5790.26,1102883.62,66.947990917997,18087.956406748,19.3179370868905,307.774354639216,275.616099975316,602.708391701423,190.472210228902,0.10409003942852704,,,,No Green Mark
KEBUN BARU COMMUNITY CLUB,569897,2023,1.2773,103.8021,"216 ANG MO KIO AVENUE 4, SINGAPORE 569897",Commercial Building,Office,Medium,455,3140573.49053645,5790.26,1152214.41591103,65.9600223301809,17869.3347262241,19.1390902589926,308.587116741083,269.765801436467,597.492008436543,198.991826949226,0.10318915013083056,,,,No Green Mark
ORCHARD BUILDING,239693,2021,1.2798,103.8455,"1 GRANGE ROAD, SINGAPORE 239693",Commercial Building,Office,Medium,1215,6844011.27247148,13889.0,2617202.0,123.746690653772,36436.6702470474,20.127103,896.327789,654.790604,1571.245496,188.437036503708,0.11312877068183455,gold,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
ORCHARD BUILDING,239693,2022,1.2798,103.8455,"1 GRANGE ROAD, SINGAPORE 239693",Commercial Building,Office,Medium,1215,6844011.27247148,13889.0,2645398.0,122.912275436354,36819.5090816118,19.8496004812794,846.449960775658,632.699908657745,1498.99946991468,190.467132262942,0.10792709841706963,gold,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
ORCHARD BUILDING,239693,2023,1.2798,103.8455,"1 GRANGE ROAD, SINGAPORE 239693",Commercial Building,Office,Medium,1215,6844011.27247148,13889.0,2673331.24824182,120.875057753537,35451.0410277751,20.0579874683412,882.594101413849,639.808813976296,1542.46090285849,192.478310046931,0.11105629655543885,gold,2022.0,Existing Building for Non-Residential buildings (version 3),Pass
MAXWELL CHAMBERS PTE LTD,069115,2021,1.2765,103.8017,"32 MAXWELL ROAD, SINGAPORE 069115",Commercial Building,Office,Medium,548,2967326.45253887,7016.0,1333619.68,57.4373522687761,16365.975967479,11.306089,332.420743,360.729768,704.4566,190.082622576967,0.10040715507411631,,,,No Green Mark
MAXWELL CHAMBERS PTE LTD,069115,2022,1.2765,103.8017,"32 MAXWELL ROAD, SINGAPORE 069115",Commercial Building,Office,Medium,548,2967326.45253887,7016.0,1304692.0,57.8718173466431,16232.8449071776,11.1381031532708,352.778465726224,349.204526260773,713.121095140268,185.959521094641,0.10164211732329932,,,,No Green Mark
MAXWELL CHAMBERS PTE LTD,069115,2023,1.2765,103.8017,"32 MAXWELL ROAD, SINGAPORE 069115",Commercial Building,Office,Medium,548,2967326.45253887,7016.0,1324545.02615956,60.3263193071354,16754.4995462135,10.9519734576742,353.043515342818,333.871601517376,697.867090317868,188.789199851704,0.09946794331782612,,,,No Green Mark
TAMPINES PLAZA 1,529540,2021,1.3317,103.8494,"3 TAMPINES CENTRAL 1, SINGAPORE 529540",Commercial Building,Office,Medium,831,6314773.19013309,10416.0,1677359.0,99.4898316207912,27816.6385491281,40.029114,506.950036,585.222429,1132.201579,161.036770353303,0.10869830827572965,,,,No Green Mark
TAMPINES PLAZA 1,529540,2022,1.3317,103.8494,"3 TAMPINES CENTRAL 1, SINGAPORE 529540",Commercial Building,Office,Medium,831,6314773.19013309,10416.0,1894820.0,99.9153615279316,27863.2604691678,40.881489012396,523.628279153463,553.580169772061,1118.08993793792,181.914362519201,0.107343504026298,,,,No Green Mark
TAMPINES PLAZA 1,529540,2023,1.3317,103.8494,"3 TAMPINES CENTRAL 1, SINGAPORE 529540",Commercial Building,Office,Medium,831,6314773.19013309,10416.0,2252093.93428183,96.8003289790084,28299.7469815484,40.8011466430406,545.741946052169,531.60147902554,1118.14457172075,216.214855441804,0.10734874920514113,,,,No Green Mark
NATIONAL DESIGN CENTRE,188969,2021,1.2752,103.8013,"111 MIDDLE ROAD, SINGAPORE 188969, SINGAPORE 188969",Commercial Building,Office,Medium,644,4295147.83548008,8292.0,1330668.8,100.192163953927,27409.3333241649,22.056697,519.893343,364.882455,906.832495,160.476218041486,0.10936233658948384,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Pass
NATIONAL DESIGN CENTRE,188969,2022,1.2752,103.8013,"111 MIDDLE ROAD, SINGAPORE 188969, SINGAPORE 188969",Commercial Building,Office,Medium,644,4295147.83548008,8292.0,1505576.99,95.6883537870815,25891.2401585976,22.0933746133657,540.585727737869,382.155527865263,944.834630216497,181.569825132658,0.11394532443517812,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Fail
NATIONAL DESIGN CENTRE,188969,2023,1.2752,103.8013,"111 MIDDLE ROAD, SINGAPORE 188969, SINGAPORE 188969",Commercial Building,Office,Medium,644,4295147.83548008,8292.0,1665982.02953101,97.6660291308475,27076.8349106345,21.8478275496937,525.254641605731,395.138718529504,942.241187684929,200.914378862881,0.11363256001989012,platinum,2022.0,Existing Non-Residential Buildings (RECERT 2017),Fail
INCOME AT TAMPINES POINT,529483,2021,1.3044,103.9033,"2 TAMPINES CENTRAL 6, SINGAPORE 529483",Commercial Building,Office,Medium,845,6434889.02121395,10638.0,1884560.55,110.093695244101,30382.4297254219,37.027201,605.474298,496.411883,1138.913382,177.153652002256,0.10706085561195713,goldplus,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
INCOME AT TAMPINES POINT,529483,2022,1.3044,103.9033,"2 TAMPINES CENTRAL 6, SINGAPORE 529483",Commercial Building,Office,Medium,845,6434889.02121395,10638.0,1924198.58,112.241223966324,31321.0314518094,37.698491751509,625.281331611242,493.049615337574,1156.02943870033,180.879731152472,0.10866980999251082,goldplus,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
INCOME AT TAMPINES POINT,529483,2023,1.3044,103.9033,"2 TAMPINES CENTRAL 6, SINGAPORE 529483",Commercial Building,Office,Medium,845,6434889.02121395,10638.0,1956341.3709079,116.951267919332,31800.8987218089,37.9854276438151,599.147278346997,470.622168862842,1107.75487485365,183.901238100009,0.10413187392871312,goldplus,2022.0,Existing Non-Residental Buildings ENRB: 2017,Pass
BHARAT BUILDING,048617,2021,1.2737,103.8013,"3 RAFFLES PLACE, SINGAPORE 048817, SINGAPORE 048617",Commercial Building,Office,Medium,476,3167386.88365109,7272.0,1290772.63,74.9237641661294,19575.9763051243,21.349417,371.687581,398.786293,791.823291,177.498986523652,0.10888659117161717,,,,No Green Mark
